plugin_id,scanner,title,description,plugin_type,is_eol
QUALYS630716,QUALYS,eWeLink For iOS Incorrect Authorization Vulnerability,unconstrained web access to the device's private encryption key in the qr code pairing mode in the ewelink mobile application (through 4.9.2 on android and through 4.9.1 on ios) allows a physically proximate attacker to eavesdrop on wi-fi credentials and other sensitive information by monitoring the wi-fi spectrum during a device pairing process.,,FALSE
QUALYS630719,QUALYS,Google Chrome For iOS Insufficient Information Vulnerability,insufficient policy enforcement in navigation in google chrome on ios prior to 90.0.4430.72 allowed a remote attacker to bypass navigation restrictions via a crafted html page.,,FALSE
QUALYS650001,QUALYS,EOL/Obsolete Software: Nginx 0.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer , mail proxy and http cache.according tonginx download page,nginx 0.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650002,QUALYS,EOL/Obsolete Software: Nginx 1.x.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer , mail proxy and http cache.according tonginx download page,nginx 1.x.x (version prior to 1.10.x) is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650003,QUALYS,EOL/Obsolete Software: Nginx 1.10.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer , mail proxy and http cache.according tonginx download page,nginx 1.10.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650004,QUALYS,EOL/Obsolete Software: Nginx 1.11.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer, mail proxy and http cache.according tonginx download page,nginx 1.11.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650005,QUALYS,EOL/Obsolete Software: Nginx 1.12.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer , mail proxy and http cache.according tonginx download page,nginx 1.12.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650006,QUALYS,EOL/Obsolete Software: Nginx 1.13.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer , mail proxy and http cache.according tonginx download page,nginx 1.13.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650007,QUALYS,EOL/Obsolete Software: Nginx 1.14.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer, mail proxy and http cache.according tonginx download page,nginx 1.14.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650008,QUALYS,EOL/Obsolete Software: Nginx 1.15.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer , mail proxy and http cache.according tonginx download page,nginx 1.15.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650009,QUALYS,EOL/Obsolete Software: Nginx 1.16.x Detected,"nginx is a web server which can also be used as a reverse proxy, load balancer , mail proxy and http cache.according tonginx download page,nginx 1.16.x is no longer supported and will not be getting regular patches.qid detection logic:(authenticated)this qid checks for the nginx version by checking the core nginx binary for the underlying version.qid detection logic:(unauthenticated)this qid checks for the nginx http banner for the underlying version.",,TRUE
QUALYS650011,QUALYS,EOL/Obsolete Software: Oracle WebLogic Server 12.1.2.0.0 Detected,"oracle weblogic server (formerly known as bea weblogic server) is an application server for building and deploying enterprise applications and services.according todoc id 1933372.1oracle weblogic server 12.1.2.0.0, as of june 2016, is no longer supported and will not be getting regular patches.qid detection logic (authenticated):operating system: windowsthe qid checks if weblogic v12.1.2.0 is installed by checking for the existence of wls core files. wls_home is via registry key hklm\software\oracle.qid detection logic (authenticated):operating system: linuxthe qid checks if weblogic v12.1.2.0 is installed by looking at the file wls_home\registry.xml. the wls_home is extracted via running processes list.qid detection logic (unauthenticated):the qid sends a ""get console/login/loginform.jsp"" request to retrieve the weblogic version installed.",,TRUE
QUALYS650012,QUALYS,EOL/Obsolete Software: Oracle WebLogic Server 12.2.1.0.0 Detected,"oracle weblogic server (formerly known as bea weblogic server) is an application server for building and deploying enterprise applications and services.according todoc id 1933372.1oracle weblogic server 12.2.1.0.0, as of june 2017, is no longer supported and will not be getting regular patches.qid detection logic (authenticated):operating system: windowsthe qid checks if weblogic v12.2.1.0.0 is installed by looking at the file wls_home\wlserver_12.1\.product.properties. the wls_home is check using the file ""systemdrive""\bea\beahomelist.qid detection logic (authenticated):operating system: linuxthe qid checks if weblogic v12.2.1.0.0 is installed by looking at the file wls_home\registry.xml. the wls_home is extracted via running processes list.qid detection logic (unauthenticated) :the qid sends a ""get console/login/loginform.jsp"" request to retrieve the weblogic version installed.",,TRUE
QUALYS650013,QUALYS,EOL/Obsolete Software: TIBCO ActiveMatrix BusinessWorks 1.x Detected,"tibco activematrix businessworks is an integration platform which allows organizations to create, orchestrate services, capture, and publish events from internal or external applications and technologies.according totibco end of support information document,tibco activematrix businessworks 1.x as of 30-apr-2007, is no longer supported and will not be getting regular patches.qid detection logic (authenticated):operating system: linuxthe qid checks for businessworks installations via tibco product installation files found under tibco_home.",,TRUE
QUALYS650014,QUALYS,EOL/Obsolete Software: Oracle WebLogic Server 12.2.1.1.0 Detected,"oracle weblogic server (formerly known as bea weblogic server) is an application server for building and deploying enterprise applications and services.according todoc id 1933372.1oracle weblogic server 12.2.1.1.0, as of october 2017, is no longer supported and will not be getting regular patches.qid detection logic (authenticated):operating system: windowsthe qid checks if weblogic v12.2.1.1.0 is installed by looking at the file wls_home\wlserver_12.1\.product.properties. the wls_home is check using the file ""systemdrive""\bea\beahomelist.qid detection logic (authenticated):operating system: linuxthe qid checks if weblogic v12.2.1.1.0 is installed by looking at the file wls_home\registry.xml. the wls_home is extracted via running processes list.qid detection logic (unauthenticated) :the qid sends a ""get console/login/loginform.jsp"" request to retrieve the weblogic version installed.",,TRUE
QUALYS650015,QUALYS,EOL/Obsolete Software: Oracle WebLogic Server 12.2.1.2.0 Detected,"oracle weblogic server (formerly known as bea weblogic server) is an application server for building and deploying enterprise applications and services.according todoc id 1933372.1oracle weblogic server 12.2.1.2.0, as of august 2018, is no longer supported and will not be getting regular patches.qid detection logic (authenticated):operating system: windowsthe qid checks if weblogic v12.2.1.2.0  is installed by looking at the file wls_home\wlserver_12.1\.product.properties. the wls_home is check using the file ""systemdrive""\bea\beahomelist.qid detection logic (authenticated):operating system: linuxthe qid checks if weblogic v12.2.1.2.0  is installed by looking at the file wls_home\registry.xml. the wls_home is extracted via running processes list.qid detection logic (unauthenticated) :the qid sends a ""get console/login/loginform.jsp"" request to retrieve the weblogic version installed.",,TRUE
